B11,B12,B2,B3,B4,B5,B6,B8,BSI,BSI_Mean,Clay_Ratio,MNDWI,MNDWI_Variance,NDTI,NDVI,NDVI_Entropy,NDVI_Variance,NDWI,actual_date,days_diff,lat,lon,target_date
2029.0,1969.0,1426.0,1556.0,1678.0,1568.0,1448.0,1841.0,0.06309147924184799,0.12392127513885498,1.0304723209751143,-0.131938636302948,0.004444418526659024,0.015007503751875938,0.046319976449012756,1.3107836246490479,0.00012676832719585673,-0.08389755666764792,2024-02-28,0.00023666140046296294,29.455556,77.137222,2024-02-28
704.0,391.0,220.0,360.0,309.0,625.0,690.0,690.0,0.053562141954898834,0.055773213505744934,1.8005115089514065,-0.3233082592487335,0.0025385988159341752,0.28584474885844746,0.38138139247894287,1.8891592025756836,0.003489753974430249,-0.3142857142857143,2024-02-28,0.0017968481828703703,22.434972,87.518083,2024-03-01
3614.0,3392.0,927.0,1386.0,1840.0,2248.0,2414.0,2555.0,0.22068040072917938,0.18744061887264252,1.065448113207547,-0.4456000030040741,0.010012904491037509,0.031687125321153295,0.1626848727464676,1.8891592025756836,0.0012373275191457243,-0.2966252220248668,2024-03-09,0.0012031627430555555,22.469,87.085,2024-03-08
4152.0,4076.0,1434.0,2076.0,2710.0,2974.0,3082.0,3304.0,0.18310344219207764,0.1820000410079956,1.0186457311089303,-0.3333333432674408,0.003213930942784956,0.009236752552260573,0.09876953810453415,1.1490596532821655,6.102213466237855e-05,-0.22825278810408922,2024-03-09,0.001203197025462963,22.22723,86.896543,2024-03-08
3324.0,3488.0,1018.0,1592.0,2180.0,2479.0,2588.0,2793.0,0.1817498654127121,0.1582779586315155,0.9529816513761468,-0.35231897234916687,0.002029464304797557,-0.024075161479741633,0.12326563149690628,1.3107836246490479,0.00011894603859711565,-0.27388825541619155,2024-03-09,0.0012031627430555555,22.15844199745963,87.055371561596,2024-03-08
3131.0,2576.0,733.0,1040.0,1262.0,1665.0,2169.0,2410.0,0.16587048768997192,0.15474581718444824,1.2154503105590062,-0.501318633556366,0.000510583918724667,0.09724899246539338,0.3126361668109894,1.6769877672195435,0.0015894372010596032,-0.39710144927536234,2024-03-09,0.000203197025462963,22.219909,86.910117,2024-03-09
6004.0,5957.0,2028.0,2966.0,3900.0,4197.0,4278.0,4592.0,0.19874122738838196,0.20188719034194946,1.0078898774550948,-0.3386844992637634,2.0944857571968277e-05,0.0039294373380152165,0.0814884603023529,0.6837388873100281,2.258697686282248e-05,-0.21513627943900504,2024-03-09,0.00020299243055555555,23.23804207182051,87.78865952968788,2024-03-09
2732.0,2496.0,1078.0,1440.0,1868.0,2133.0,2430.0,2618.0,0.10896817594766617,0.08713099360466003,1.0945512820512822,-0.30968359112739563,0.0018709779701816902,0.045141545524101,0.16718679666519165,1.7351264953613281,0.0023444079131634513,-0.29029078363725974,2024-03-09,0.0007619223032407407,22.09227,75.01138,2024-03-10
3586.0,3419.0,1168.0,1598.0,1976.0,2324.0,2369.0,2523.0,0.20220468938350677,0.18162156641483307,1.0488446914302427,-0.38348764181137085,0.0028049653804892807,0.0238401142041399,0.12158257514238358,1.4270610809326172,0.0003040332323146118,-0.22446008250424654,2024-03-09,0.0007970075694444445,23.208027,87.858181,2024-03-10
317.0,278.0,768.0,1244.0,1180.0,1234.0,706.0,648.0,0.02780638448894024,0.038312871009111404,1.1402877697841727,0.5938500761985779,0.015487400451695214,0.06554621848739496,-0.2910284399986267,2.043191909790039,0.0018506455315218477,0.3150105708245243,2024-03-09,0.0007971757523148148,23.61702334810349,87.70157999207548,2024-03-10
