lat,long
15.721386,73.73331
29.451804,77.140333
23.642106,86.898646
25.4532467,80.3083007
25.82478901,84.581514
25.85141203,84.49539598
25.864062,84.49459702
25.877048,84.44393604
25.87584402,84.43231696
25.76380799,84.65214402
25.76894903,84.64371803
25.81360697,84.59808804
25.80329496,84.61156203
26.270301,83.706592
26.25990702,83.42935796
26.26009,83.42750003
26.28382201,83.413791
26.39364699,26.39364699
26.50495598,82.93817198
26.50495598,82.93817198
26.50445902,82.93898402
27.18936503,81.48582696
27.2837,81.42375302
27.27556301,81.42106502
27.27556301,81.42106502
27.30165403,81.40338499
27.35596499,81.38454004
28.16910197,81.08336904
24.98539879,84.281991086909
26.683609,78.093335
26.663009,77.966385
26.660192,77.950878
26.658222,77.907204
26.608492,77.847149
26.402921,77.447971
26.358585,77.392398
26.358539,77.395728
26.361257,77.422959
26.230972,77.143682
25.42146198,87.06254804
25.42146198,87.06254804
25.42146198,87.06254804
25.42146198,87.06254804
25.70309099,86.54292704
25.738613,78.202066
25.796674,78.347624
25.923365,78.472876
25.875422,78.419653
26.11293,78.697848
26.107978,78.688301
26.161266,78.760793
25.24124402,87.86061502
25.42790498,87.76583799
25.428958,87.76604502
25.42959896,87.76606799
25.43078198,87.76643001
25.4279,87.76584
25.86500304,87.80842602
26.01919401,87.84528502
26.24328,88.00054796
26.24476897,88.00136201
26.24535997,88.00239902
26.24630604,87.945
26.24727599,88.00648302
26.34102196,88.10750901
26.36474904,88.12941603
26.37092097,88.13649899
26.47462598,88.262882
26.47715497,88.26720698
26.45834799,88.24381904
26.46193603,88.246444
26.49205397,88.30668901
26.49476401,88.30712898
26.46885403,88.25479799
26.46991803,88.25588303
26.47227997,88.259186
26.44168904,88.22719697
26.444644,88.22908902
26.44535503,88.229618
26.44677401,88.23098601
26.44877804,88.23448302
26.43718603,88.21010099
26.43763798,88.21507196
26.43804199,88.22248802
26.43895201,88.22440504
26.44097297,88.22670504
26.447967,88.23284998
26.45176501,88.24002799
26.45419098,88.24226998
26.46543397,88.250213
26.46681799,88.25216196
26.48028703,88.26862402
26.48078903,88.26961904
26.47997104,88.27374796
26.49021599,88.29519197
26.48652803,88.30663302
26.48742699,88.30671902
26.49132198,88.30675296
26.49731998,88.31488199
26.49731998,88.31488199
20.226477,85.86709
26.463822,89.85844
26.719843,89.10066
26.719843,89.10066
26.85531,88.635905
26.872018,88.609413
26.886512,88.476403
26.721201,88.375048
26.468203,88.256996
20.745748,84.474042
25.889008,79.579011
26.29051303,84.83086598
26.56499002,84.44784796
26.62630004,84.38403502
27.42278301,83.86529898
27.43596003,83.89735096
25.166259,80.420791
25.271699713915016,80.35770589951008
25.427121,80.29581
25.704834,80.36839
25.532245,84.773178
26.2968333,84.8268667
25.630869,85.210855
25.64982,85.103437
23.224999,88.375872
22.973344,88.405614
22.858211,88.372509
25.532245,84.773178
12.30003333,75.74178333
12.29965,75.7404
12.2976,75.74593333
12.29883333,75.72075
12.3128,75.7032
12.31936667,75.69701667
12.31936667,75.69791667
12.32088333,75.69748333
12.32205,75.69591667
12.3328,75.8797
12.30621667,75.87155
12.3053,75.86815
12.3417,75.885767
12.32088333,75.88786667
12.31965,75.88653333
12.3188,75.885117
12.31758333,75.867
26.65406,77.90158
26.66455,77.9504
26.2968333,84.8268667
26.30325,84.8243333
26.3625667,84.7453333
26.4087333,84.7380833
27.1164333,84.06825
27.1296833,84.0359667
