date,latitude,longitude
2025-02-13,25.666294,84.976207
2025-02-13,25.673344,85.0202749999999
2025-02-13,25.6706959999999,85.035988
2025-02-13,25.653835,85.081181
2025-02-13,25.666174,85.0420569999999
2025-02-13,25.6643979999999,85.0441749999999
2025-02-13,25.658709,85.0502019999999
2025-02-13,25.6558939999999,85.0559109999999
2025-02-13,25.6539999999999,85.0625189999999
2025-02-13,25.653776,85.080955
2025-02-13,25.6603619999999,84.9496599999999
2025-02-13,25.656583,85.0913099999999
2025-02-13,25.658809,85.1071029999999
2025-02-13,25.6245249999999,85.171293
2025-02-13,25.6159339999999,85.2040719999999
2025-02-13,25.666913,85.041133
2025-02-13,25.6603029999999,84.9443579999999
2025-02-13,25.68457,84.8808789999999
2025-02-13,25.6596119999999,84.9363599999999
2025-02-13,25.660128,84.9405749999999
2025-02-13,25.7281289999999,84.83243
2025-02-13,25.726393,84.8381219999999
2025-02-13,25.725356,84.841262
2025-02-13,25.72472,84.8434189999999
2025-02-13,25.7241649999999,84.846096
2025-02-13,25.723759,84.8490079999999
2025-02-13,25.72237,84.854112
2025-02-13,25.721508,84.856296
2025-02-13,25.71199,84.865165
2025-02-13,25.709502,84.8661859999999
2025-02-13,25.7197579999999,84.858699
2025-02-13,25.694606,84.875562
2025-02-13,25.691447,84.876033
2025-02-13,25.685997,84.879704
2025-02-13,25.679818,84.886015
2025-02-13,25.6723579999999,84.896293
2025-02-13,25.667653,84.905629
2025-02-13,25.665634,84.909665
2025-02-13,25.662593,84.917929
2025-02-13,25.6606689999999,84.9270439999999
2025-02-13,25.6602239999999,84.932079
2025-02-13,25.698328,84.873416
2025-02-14,25.549678,85.2816289999999
2025-02-14,25.509025,85.4261929999999
2025-02-14,25.5089959999999,85.3287519999999
2025-02-14,25.526976,85.292753
2025-02-14,25.550184,85.2816179999999
2025-02-14,25.5101629999999,85.3183209999999
2025-02-14,25.564159,85.2813239999999
2025-02-14,25.6148549999999,85.205431
2025-02-14,25.599205,85.239029
2025-02-14,25.559833,85.281874
2025-02-14,25.5879289999999,85.256596
2025-02-14,25.595641,85.244999
2025-02-15,25.488208,85.4511949999999
2025-02-15,25.508312,85.5460419999999
2025-02-15,25.5309719999999,85.790941
2025-02-15,25.4260979999999,85.930436
2025-02-15,25.3875819999999,85.97906
2025-02-15,25.3746739999999,85.995631
2025-02-15,25.373483,85.9972649999999
2025-02-15,25.4951809999999,85.9035769999999
2025-02-16,25.3422799999999,86.1768
2025-02-16,25.370194,86.007637
2025-02-16,25.304109,86.104121
2025-02-17,25.251505,86.724725
2025-02-17,26.351984,86.508526
2025-02-18,25.30142,87.02491
2025-02-18,25.26076,87.04979
2025-02-18,25.261258,87.2239799999999
2025-02-19,25.3374339999999,87.2566779999999
2025-02-19,25.372184,87.337609
2025-02-19,25.410408,87.372579
2025-02-19,25.394092,87.558856
2025-03-17,30.503505,77.784876
2025-03-21,25.490301,80.309159
2025-05-15,25.703884,80.315708
2025-06-01,26.658876,77.908561
2025-06-02,24.94908,81.506613
2025-06-14,25.0073521,80.2360685
2025-10-25,24.956509,81.48905
2025-11-15,25.746567,80.453335
2025-12-13,21.273833,73.504573
